,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
15903,31,Private,152109.0,HS-grad,9.0,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,50.0,United-States,0
8538,56,Private,59469.0,7th-8th,4.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,Canada,0
5685,44,Private,346081.0,HS-grad,9.0,Divorced,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,1
2487,19,Private,44047.0,HS-grad,9.0,Never-married,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0
546,38,Private,203717.0,Bachelors,13.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,60.0,United-States,0
7109,24,Private,278391.0,Assoc-acdm,12.0,Never-married,Sales,Own-child,White,Male,0.0,0.0,30.0,United-States,0
1660,18,Private,150817.0,12th,8.0,Never-married,Protective-serv,Own-child,White,Female,0.0,0.0,45.0,United-States,0
12419,39,Private,181384.0,Assoc-acdm,12.0,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,0.0,20.0,United-States,0
12086,51,State-gov,196395.0,HS-grad,9.0,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0.0,0.0,60.0,United-States,1
14293,37,Private,410034.0,Some-college,10.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0
10241,31,Private,187560.0,Some-college,10.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,0
15693,48,Private,213140.0,Assoc-acdm,12.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,60.0,United-States,1
6379,35,Private,203482.0,9th,5.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,0
15707,34,Private,193132.0,HS-grad,9.0,Divorced,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,50.0,United-States,0
9444,68,Self-emp-not-inc,35468.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,24.0,United-States,0
5423,47,Self-emp-not-inc,178319.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1902.0,42.0,United-States,1
5482,37,Private,94331.0,12th,8.0,Divorced,Machine-op-inspct,Unmarried,White,Female,0.0,0.0,40.0,United-States,0
3446,36,Local-gov,379672.0,Assoc-voc,11.0,Divorced,Exec-managerial,Unmarried,White,Female,0.0,0.0,60.0,United-States,0
12237,28,Private,145242.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,4386.0,0.0,20.0,United-States,1
15585,40,Private,196344.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,1887.0,45.0,United-States,1
7838,37,Private,196373.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,1
5559,41,Private,230931.0,HS-grad,9.0,Never-married,Other-service,Unmarried,White,Female,0.0,0.0,40.0,Puerto-Rico,0
4236,37,Self-emp-not-inc,334291.0,Bachelors,13.0,Divorced,Transport-moving,Not-in-family,White,Male,0.0,0.0,50.0,United-States,0
2098,22,Private,384787.0,9th,5.0,Never-married,Sales,Other-relative,White,Female,0.0,0.0,40.0,Mexico,0
13813,31,Private,230912.0,Some-college,10.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,55.0,United-States,0
15689,32,Private,206609.0,HS-grad,9.0,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,0
11100,46,Private,409443.0,5th-6th,3.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,25.0,Mexico,0
9907,41,Private,201908.0,Masters,14.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,20.0,United-States,0
2051,55,Private,335276.0,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,0
13807,58,State-gov,138130.0,HS-grad,9.0,Never-married,Tech-support,Own-child,Black,Female,0.0,0.0,40.0,United-States,0
4280,44,Private,214781.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,45.0,United-States,1
12216,42,Private,188243.0,Bachelors,13.0,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,50.0,United-States,1
5074,27,Private,309196.0,Assoc-acdm,12.0,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0
4385,32,Private,176185.0,HS-grad,9.0,Never-married,Craft-repair,Not-in-family,White,Male,4787.0,0.0,40.0,United-States,1
4571,53,Private,173754.0,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,1
8537,37,Local-gov,185556.0,HS-grad,9.0,Separated,Protective-serv,Not-in-family,White,Male,0.0,1980.0,35.0,United-States,0
2696,50,Private,155433.0,Bachelors,13.0,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,50.0,United-States,0
2154,35,Private,129573.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,15024.0,0.0,45.0,United-States,1
1998,36,Local-gov,126569.0,Bachelors,13.0,Divorced,Other-service,Own-child,White,Male,0.0,0.0,40.0,United-States,0
2889,19,Private,78401.0,HS-grad,9.0,Never-married,Other-service,Own-child,White,Male,0.0,0.0,40.0,United-States,0
14421,45,Private,201699.0,Some-college,10.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,1628.0,40.0,United-States,0
16276,33,Private,245211.0,Bachelors,13.0,Never-married,Prof-specialty,Own-child,White,Male,0.0,0.0,40.0,United-States,0
1837,30,Private,215182.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0
6174,51,Private,207246.0,Some-college,10.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,1902.0,40.0,United-States,1
14853,59,Private,70796.0,HS-grad,9.0,Married-civ-spouse,Priv-house-serv,Wife,Black,Female,0.0,0.0,15.0,United-States,0
5961,54,Private,133403.0,9th,5.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,1902.0,35.0,United-States,0
2280,31,Private,37939.0,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,43.0,United-States,0
8809,26,Private,66692.0,Some-college,10.0,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0
6400,36,Private,149653.0,HS-grad,9.0,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,40.0,United-States,0
8023,50,Private,145033.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,2415.0,60.0,United-States,1
6082,48,Private,210369.0,HS-grad,9.0,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,0
1276,26,Private,284078.0,Some-college,10.0,Never-married,Transport-moving,Not-in-family,White,Male,2354.0,0.0,40.0,United-States,0
1692,39,Private,57691.0,HS-grad,9.0,Separated,Exec-managerial,Not-in-family,White,Male,0.0,2258.0,70.0,United-States,0
15915,42,Private,112507.0,12th,8.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,30.0,United-States,0
9094,28,Private,101774.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1848.0,50.0,United-States,1
1759,56,Private,133876.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,1
1604,45,Private,180010.0,HS-grad,9.0,Divorced,Sales,Own-child,White,Female,0.0,0.0,40.0,United-States,0
13901,37,Private,293475.0,Assoc-acdm,12.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0
3929,42,Private,144594.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,1
15039,34,Private,152493.0,HS-grad,9.0,Divorced,Transport-moving,Unmarried,White,Male,0.0,0.0,60.0,United-States,0
11953,26,Federal-gov,56419.0,Prof-school,15.0,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0.0,0.0,20.0,South,0
79,50,Private,312477.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,0
9997,35,Private,187167.0,HS-grad,9.0,Never-married,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,0
2734,32,Self-emp-not-inc,295010.0,Some-college,10.0,Separated,Other-service,Unmarried,White,Female,0.0,0.0,40.0,United-States,0
4338,53,Federal-gov,109982.0,Some-college,10.0,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0
8867,29,Private,214689.0,Bachelors,13.0,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0
4794,30,Private,159323.0,Some-college,10.0,Divorced,Sales,Unmarried,White,Female,0.0,0.0,65.0,Canada,0
3126,47,Private,170142.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,50.0,United-States,0
8439,44,Private,347653.0,Assoc-voc,11.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,Germany,0
2626,29,Private,231148.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,1
8693,58,Private,49159.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,40.0,United-States,1
2713,21,Private,195571.0,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,25.0,United-States,0
1621,55,Self-emp-inc,150917.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1977.0,45.0,United-States,1
13852,38,Self-emp-inc,66687.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,5178.0,0.0,50.0,Portugal,1
4034,41,Private,99373.0,HS-grad,9.0,Divorced,Handlers-cleaners,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0
5520,20,Private,166302.0,HS-grad,9.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,20.0,United-States,0
7356,39,Private,224541.0,Assoc-acdm,12.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,1
14664,63,Private,427770.0,12th,8.0,Divorced,Priv-house-serv,Unmarried,Black,Female,0.0,0.0,30.0,United-States,0
14673,32,Self-emp-not-inc,455995.0,Bachelors,13.0,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,0.0,50.0,United-States,1
5071,40,Private,85604.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,55.0,United-States,0
2223,61,Self-emp-inc,103575.0,Prof-school,15.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999.0,0.0,40.0,United-States,1
5148,48,Private,275154.0,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0.0,0.0,40.0,United-States,0
15412,26,Private,182390.0,11th,7.0,Separated,Craft-repair,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,0
8924,40,Self-emp-inc,275366.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,1
4835,52,Private,279543.0,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,60.0,Cuba,1
4782,38,Private,186376.0,Bachelors,13.0,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0.0,0.0,42.0,United-States,1
2226,36,Private,321274.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,1
15081,44,State-gov,195212.0,Masters,14.0,Never-married,Adm-clerical,Not-in-family,Black,Female,0.0,0.0,52.0,United-States,0
14794,26,Private,132661.0,HS-grad,9.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,0
15250,45,Private,155478.0,Some-college,10.0,Divorced,Tech-support,Unmarried,White,Female,0.0,0.0,40.0,United-States,0
9889,81,Private,192813.0,7th-8th,4.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,25.0,Portugal,0
3159,52,Federal-gov,302661.0,Assoc-acdm,12.0,Widowed,Exec-managerial,Unmarried,White,Male,13550.0,0.0,40.0,United-States,1
9759,32,Self-emp-not-inc,292465.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,35.0,United-States,1
15825,30,Private,188362.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,5178.0,0.0,40.0,United-States,1
12011,19,Private,187161.0,Some-college,10.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,18.0,United-States,0
13024,40,Private,271665.0,Some-college,10.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,50.0,United-States,0
8365,36,Private,122493.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,0
16012,43,Private,26252.0,Some-college,10.0,Separated,Other-service,Unmarried,Amer-Indian-Eskimo,Female,0.0,0.0,36.0,United-States,0
839,70,Self-emp-not-inc,323987.0,7th-8th,4.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,8.0,United-States,0
12025,21,Private,133582.0,5th-6th,3.0,Never-married,Farming-fishing,Not-in-family,White,Male,2176.0,0.0,36.0,Mexico,0
10167,36,Private,355856.0,5th-6th,3.0,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Male,0.0,0.0,40.0,China,0
9266,66,Self-emp-not-inc,198766.0,HS-grad,9.0,Widowed,Sales,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0
12447,90,Private,347074.0,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,1944.0,12.0,United-States,0
708,26,Private,241626.0,HS-grad,9.0,Divorced,Adm-clerical,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0
8296,48,Private,135525.0,Some-college,10.0,Widowed,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,1
2842,31,Private,168961.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0.0,0.0,40.0,United-States,0
13672,28,Private,186672.0,HS-grad,9.0,Never-married,Adm-clerical,Not-in-family,Black,Male,0.0,0.0,40.0,Jamaica,0
10216,34,Private,303177.0,10th,6.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,45.0,Mexico,0
9934,54,Local-gov,116428.0,10th,6.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,0
4390,44,Private,67779.0,HS-grad,9.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,0
10213,23,Private,153643.0,HS-grad,9.0,Never-married,Machine-op-inspct,Other-relative,Black,Male,0.0,0.0,40.0,United-States,0
4453,57,Private,142924.0,Bachelors,13.0,Separated,Exec-managerial,Unmarried,White,Female,0.0,0.0,40.0,United-States,0
14760,31,Private,151053.0,Some-college,10.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,34.0,United-States,0
5348,50,Private,139793.0,Some-college,10.0,Divorced,Adm-clerical,Unmarried,White,Female,3418.0,0.0,38.0,United-States,0
6116,44,Self-emp-not-inc,177851.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,60.0,United-States,0
11227,36,Local-gov,43712.0,Assoc-voc,11.0,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,0.0,50.0,United-States,0
10297,33,Private,298785.0,9th,5.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,50.0,United-States,0
9296,54,Private,104413.0,Some-college,10.0,Separated,Tech-support,Other-relative,Black,Female,4101.0,0.0,40.0,United-States,0
11516,30,Private,207284.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,0
6365,62,Private,96460.0,HS-grad,9.0,Separated,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0
1474,55,Private,118057.0,HS-grad,9.0,Widowed,Craft-repair,Unmarried,White,Male,0.0,0.0,51.0,United-States,0
1203,31,Private,250087.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,1
6005,31,Local-gov,275369.0,Some-college,10.0,Never-married,Protective-serv,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,0
2974,18,Private,65098.0,HS-grad,9.0,Never-married,Other-service,Own-child,White,Male,0.0,0.0,15.0,United-States,0
1768,54,Federal-gov,149596.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,45.0,United-States,0
1632,54,State-gov,258735.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,1
14637,56,Private,100285.0,Some-college,10.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,45.0,United-States,0
7098,36,Private,73023.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,70.0,United-States,0
848,56,Self-emp-not-inc,233312.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,20.0,Poland,0
14111,25,Private,401241.0,Some-college,10.0,Never-married,Other-service,Not-in-family,White,Female,4416.0,0.0,25.0,United-States,0
3278,41,Private,275446.0,Some-college,10.0,Separated,Machine-op-inspct,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,0
9880,34,Federal-gov,96483.0,Assoc-acdm,12.0,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Female,0.0,0.0,60.0,United-States,1
6593,44,Local-gov,229148.0,Some-college,10.0,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0.0,0.0,40.0,United-States,0
15220,51,State-gov,290688.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,1
5599,32,Private,72591.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,0
1158,56,Self-emp-inc,124137.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999.0,0.0,45.0,United-States,1
10281,21,Private,300445.0,HS-grad,9.0,Never-married,Other-service,Own-child,Black,Female,0.0,0.0,40.0,United-States,0
2620,37,Federal-gov,239409.0,HS-grad,9.0,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,0.0,40.0,United-States,1
8231,36,Self-emp-not-inc,219155.0,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,1
