,Unnamed: 0,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
134,134,47,0.0,170142.0,3.0,9.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,50.0,0.0
135,135,44,0.0,347653.0,6.0,11.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,50.0,5.0
136,136,29,0.0,231148.0,0.0,13.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,50.0,0.0
137,137,58,0.0,49159.0,3.0,9.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,40.0,0.0
138,138,21,0.0,195571.0,1.0,10.0,2.0,8.0,1.0,0.0,1.0,0.0,0.0,25.0,0.0
139,139,55,2.0,150917.0,1.0,10.0,0.0,4.0,2.0,0.0,0.0,0.0,1977.0,45.0,0.0
140,140,38,2.0,66687.0,3.0,9.0,0.0,4.0,2.0,0.0,0.0,5178.0,0.0,50.0,21.0
141,141,41,0.0,99373.0,3.0,9.0,1.0,6.0,3.0,0.0,1.0,0.0,0.0,40.0,0.0
142,142,20,0.0,166302.0,3.0,9.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,20.0,0.0
143,143,39,0.0,224541.0,5.0,12.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,40.0,0.0
144,144,63,0.0,427770.0,9.0,8.0,1.0,11.0,5.0,4.0,1.0,0.0,0.0,30.0,0.0
145,145,32,1.0,455995.0,0.0,13.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,50.0,0.0
146,146,40,0.0,85604.0,10.0,14.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,55.0,0.0
147,147,61,2.0,103575.0,4.0,15.0,0.0,4.0,2.0,0.0,0.0,99999.0,0.0,40.0,0.0
148,148,48,0.0,275154.0,3.0,9.0,0.0,6.0,2.0,4.0,0.0,0.0,0.0,40.0,0.0
149,149,26,0.0,182390.0,2.0,7.0,3.0,1.0,3.0,4.0,0.0,0.0,0.0,40.0,0.0
150,150,40,2.0,275366.0,3.0,9.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,50.0,0.0
151,151,52,0.0,279543.0,1.0,10.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,60.0,12.0
152,152,38,0.0,186376.0,0.0,13.0,0.0,8.0,2.0,1.0,0.0,0.0,0.0,42.0,0.0
153,153,36,0.0,321274.0,1.0,10.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,40.0,0.0
154,154,44,5.0,195212.0,10.0,14.0,2.0,8.0,3.0,4.0,1.0,0.0,0.0,52.0,0.0
155,155,26,0.0,132661.0,3.0,9.0,2.0,8.0,1.0,0.0,1.0,0.0,0.0,40.0,0.0
156,156,45,0.0,155478.0,1.0,10.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,40.0,0.0
157,157,81,0.0,192813.0,8.0,4.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,25.0,21.0
158,158,52,3.0,302661.0,5.0,12.0,4.0,4.0,5.0,0.0,0.0,13550.0,0.0,40.0,0.0
159,159,32,1.0,292465.0,1.0,10.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,35.0,0.0
160,160,30,0.0,188362.0,3.0,9.0,0.0,4.0,2.0,0.0,0.0,5178.0,0.0,40.0,0.0
161,161,19,0.0,187161.0,1.0,10.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,18.0,0.0
162,162,40,0.0,271665.0,1.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,50.0,0.0
163,163,36,0.0,122493.0,3.0,9.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,40.0,0.0
164,164,43,0.0,26252.0,1.0,10.0,3.0,2.0,5.0,2.0,1.0,0.0,0.0,36.0,0.0
165,165,70,1.0,323987.0,8.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0
166,166,21,0.0,133582.0,14.0,3.0,2.0,9.0,3.0,0.0,0.0,2176.0,0.0,36.0,20.0
167,167,36,0.0,355856.0,14.0,3.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,40.0,11.0
168,168,66,1.0,198766.0,3.0,9.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,40.0,0.0
169,169,90,0.0,347074.0,1.0,10.0,2.0,8.0,1.0,0.0,1.0,0.0,1944.0,12.0,0.0
170,170,26,0.0,241626.0,3.0,9.0,1.0,8.0,3.0,0.0,0.0,0.0,0.0,40.0,0.0
171,171,48,0.0,135525.0,1.0,10.0,4.0,8.0,5.0,0.0,1.0,0.0,0.0,40.0,0.0
172,172,31,0.0,168961.0,3.0,9.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,40.0,0.0
173,173,28,0.0,186672.0,3.0,9.0,2.0,8.0,3.0,4.0,0.0,0.0,0.0,40.0,18.0
174,174,34,0.0,303177.0,12.0,6.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,45.0,20.0
175,175,54,4.0,116428.0,12.0,6.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,40.0,0.0
176,176,44,0.0,67779.0,3.0,9.0,2.0,8.0,1.0,0.0,1.0,0.0,0.0,40.0,0.0
177,177,23,0.0,153643.0,3.0,9.0,2.0,7.0,4.0,4.0,0.0,0.0,0.0,40.0,0.0
178,178,57,0.0,142924.0,0.0,13.0,3.0,4.0,5.0,0.0,1.0,0.0,0.0,40.0,0.0
179,179,31,0.0,151053.0,1.0,10.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,34.0,0.0
180,180,50,0.0,139793.0,1.0,10.0,1.0,8.0,5.0,0.0,1.0,3418.0,0.0,38.0,0.0
181,181,44,1.0,177851.0,4.0,15.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,60.0,0.0
182,182,36,4.0,43712.0,6.0,11.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,50.0,0.0
183,183,33,0.0,298785.0,7.0,5.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,50.0,0.0
184,184,54,0.0,104413.0,1.0,10.0,3.0,0.0,4.0,4.0,1.0,4101.0,0.0,40.0,0.0
185,185,30,0.0,207284.0,3.0,9.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,40.0,0.0
186,186,62,0.0,96460.0,3.0,9.0,3.0,5.0,3.0,0.0,1.0,0.0,0.0,40.0,0.0
187,187,55,0.0,118057.0,3.0,9.0,4.0,1.0,5.0,0.0,0.0,0.0,0.0,51.0,0.0
188,188,31,0.0,250087.0,4.0,15.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,50.0,0.0
189,189,31,4.0,275369.0,1.0,10.0,2.0,12.0,3.0,4.0,0.0,0.0,0.0,40.0,0.0
190,190,18,0.0,65098.0,3.0,9.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,15.0,0.0
191,191,54,3.0,149596.0,0.0,13.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,45.0,0.0
192,192,54,5.0,258735.0,1.0,10.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,40.0,0.0
193,193,56,0.0,100285.0,1.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,45.0,0.0
194,194,36,0.0,73023.0,3.0,9.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,70.0,0.0
195,195,56,1.0,233312.0,0.0,13.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,20.0,17.0
196,196,25,0.0,401241.0,1.0,10.0,2.0,2.0,3.0,0.0,1.0,4416.0,0.0,25.0,0.0
197,197,41,0.0,275446.0,1.0,10.0,3.0,7.0,3.0,4.0,0.0,0.0,0.0,40.0,0.0
198,198,34,3.0,96483.0,5.0,12.0,2.0,0.0,3.0,1.0,1.0,0.0,0.0,60.0,0.0
199,199,44,4.0,229148.0,1.0,10.0,0.0,6.0,2.0,4.0,0.0,0.0,0.0,40.0,0.0
200,200,51,5.0,290688.0,10.0,14.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,50.0,0.0
201,201,32,0.0,72591.0,3.0,9.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,40.0,0.0
202,202,56,2.0,124137.0,4.0,15.0,0.0,5.0,2.0,0.0,0.0,99999.0,0.0,45.0,0.0
203,203,21,0.0,300445.0,3.0,9.0,2.0,2.0,1.0,4.0,1.0,0.0,0.0,40.0,0.0
204,204,37,3.0,239409.0,3.0,9.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,40.0,0.0
205,205,36,1.0,219155.0,1.0,10.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,50.0,0.0
206,206,28,4.0,229656.0,10.0,14.0,0.0,4.0,0.0,0.0,1.0,0.0,1485.0,40.0,0.0
207,207,62,3.0,52765.0,7.0,5.0,1.0,2.0,5.0,0.0,1.0,0.0,0.0,40.0,0.0
208,208,18,0.0,115258.0,12.0,6.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,40.0,0.0
209,209,29,0.0,438429.0,3.0,9.0,2.0,8.0,5.0,0.0,1.0,0.0,0.0,40.0,0.0
210,210,30,0.0,155914.0,3.0,9.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,55.0,0.0
211,211,48,0.0,155489.0,1.0,10.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,40.0,0.0
212,212,54,0.0,54065.0,8.0,4.0,1.0,7.0,3.0,4.0,0.0,0.0,0.0,40.0,0.0
213,213,72,0.0,76206.0,7.0,5.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,16.0,0.0
214,214,32,0.0,386806.0,14.0,3.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,45.0,20.0
215,215,29,0.0,108775.0,0.0,13.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,50.0,0.0
216,216,48,4.0,24366.0,6.0,11.0,0.0,12.0,2.0,2.0,0.0,0.0,0.0,40.0,0.0
217,217,55,1.0,105239.0,3.0,9.0,0.0,1.0,2.0,0.0,0.0,0.0,2057.0,60.0,0.0
218,218,36,0.0,224531.0,3.0,9.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,40.0,17.0
219,219,45,5.0,255456.0,10.0,14.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,50.0,7.0
220,220,44,5.0,484879.0,0.0,13.0,3.0,5.0,5.0,0.0,1.0,0.0,0.0,40.0,0.0
221,221,43,0.0,224998.0,0.0,13.0,0.0,4.0,2.0,4.0,0.0,0.0,1977.0,40.0,0.0
222,222,30,0.0,189439.0,3.0,9.0,5.0,2.0,5.0,4.0,1.0,0.0,0.0,38.0,0.0
223,223,52,0.0,172962.0,1.0,10.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,40.0,0.0
224,224,52,0.0,30908.0,3.0,9.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,60.0,0.0
225,225,37,0.0,397752.0,3.0,9.0,5.0,9.0,4.0,0.0,0.0,0.0,0.0,12.0,20.0
226,226,31,0.0,113708.0,3.0,9.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,40.0,0.0
227,227,60,0.0,178312.0,2.0,7.0,0.0,3.0,2.0,0.0,0.0,0.0,1902.0,70.0,0.0
228,228,18,0.0,218183.0,1.0,10.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,25.0,0.0
229,229,39,3.0,72887.0,1.0,10.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,40.0,0.0
230,230,32,5.0,110171.0,1.0,10.0,0.0,5.0,0.0,0.0,1.0,0.0,1902.0,40.0,0.0
231,231,48,4.0,349230.0,10.0,14.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,40.0,0.0
232,232,17,0.0,219199.0,12.0,6.0,2.0,2.0,1.0,4.0,0.0,0.0,0.0,15.0,0.0
233,233,51,0.0,231919.0,2.0,7.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,45.0,0.0
